,CAND_NAME,CAND_OFFICE_ST,TTL_DISB,Percent,Party,district,fuzz
977, DANA BARRETT,GA,9648.32,,,,
978, HADEN ASHER NUCKOLLS,GA,0.0,,,,
979, HEATHER KILPATRICK,GA,35315.9,,,,
980, BEAU ALEXANDER RYAN MR CANNON,GA,1630.85,,,,
981, ANTONIO MIGUEL DAZA-FERNANDEZ,GA,102104.07,,,,
982, BARRY LOUDERMILK,GA,875568.95,,,GA-11,97
983, ANGELA GRACE DAVIS,GA,738.17,,,,
984, ELIZABETH JOHNSON,GA,193938.25,,,GA-10,62
985, DANIEL WRIGHT MCLEOD,GA,60.0,,,,
986, RICHARD W ALLEN,GA,778377.83,,,GA-12,76
987, NEIL SINGLETON,GA,0.0,,,,
988, DAVID ALBERT SCOTT,GA,1741814.46,,,GA-13,73
989, MARK BAKER,GA,118574.16,,,,
990, VINCENT FORT,GA,66208.81,,,,
991, BECKY E HITES,GA,573.72,,,,
992, CAESAR GONZALES,GA,18511.88,,,GA-13,97
993, CALINA PLOTKY,GA,17246.66,,,,
994, DOMINIKA HAWKINS,GA,5520.0,,,,
995, MARTIN LINDSEY MR. III COWEN,GA,2868.83,,,,
996, KEVIN VAN AUSDAL,GA,23745.16,,,,
997, LATEEFAH B. CONNER,GA,98223.59,,,,
998, MARCUS FLOWERS,GA,16349414.34,,,GA-14,97
999, HOLLY MCCORMACK,GA,1874401.17,,,GA-6,67
1000, WENDY DAVIS,GA,524060.17,,,,
1001, MARJORIE TAYLOR MRS. GREENE,GA,10611564.14,,,GA-14,88
1002, JOHN DR. COWAN,GA,11767.72,,,,
1003, JOHN D BARGE,GA,0.0,,,,
1004, MATTHEW LAUGHRIDGE,GA,20.0,,,,
1005, MARK DANIEL CLAY,GA,6000.0,,,,
1006, JENNIFER STRAHAN,GA,413088.16,,,,
1007, CHARLES DAVID DOCTOR LUTIN,GA,26717.28,,,,
1008, ERIC B CUNNINGHAM,GA,2261.94,,,,
1009, WALTER JAMES HAYGOOD,GA,14484.35,,,,
1010, SETH SYNSTELIEN,GA,11265.12,,,,
1011, ANGELA PENCE,GA,4410.58,,,,
1012, ROBERT ANACLETUS UNDERWOOD,GU,29.0,,,,
1013, ROBERT ANACLETUS UNDERWOOD,GU,29.0,,,,
1014, TELENA C. NELSON,GU,18742.84,,,,
1015, JUDITH T WON PAT,GU,88547.3,,,,
1016, MICHAEL F.Q. MR. SAN NICOLAS,GU,19183.55,,,,
1017, WILLIAM MENDIOLA CASTRO,GU,0.0,,,,
1018, JAMES C. MOYLAN,GU,109641.16,,,,
1019, SERGIO JOSEPHUS MR. III ALCUBILLA,HI,101128.64,,,,
1020, EDWARD CASE,HI,667444.59,,,HI-1,74
1021, KYLE MARK TAKAI,HI,1500.0,,,,
1022, DOUG CHIN,HI,0.0,,,,
1023, RON CURTIS,HI,0.0,,,,
1024, CONRAD KRESS,HI,80988.61,,,HI-1,96
1025, CAMPBELL CAVASSO,HI,0.0,,,,
1026, MATTHEW MATSUNAGA,HI,0.0,,,,
1027, KAIALI'I KAHELE,HI,678017.42,,,,
1028, TULSI GABBARD,HI,11337.79,,,,
1029, TOMMY WATERS,HI,10783.19,,,,
1030, JILL NAOMI TOKUDA,HI,815909.63,,,HI-2,81
1031, PATRICK PIHANA BRANCO,HI,185979.32,,,,
1032, NICOLE GI,HI,8785.45,,,,
1033, MULIUFI F 'MUFI' HANNEMANN,HI,17361.41,,,,
1034, JOSEPH AKANA,HI,70545.33,,,HI-2,82
1035, JOSEPH E. WEBSTER,HI,62472.86,,,,
1036, CHRISTINA BOHANNAN,IA,3168097.69,,,IA-1,97
1037, ABBY FINKENAUER,IA,51254.65,,,,
1038, RODNEY BLUM,IA,0.0,,,,
1039, KYLE KUEHL,IA,19964.0,,,,
1040, MARIANNETTE JANE MILLER-MEEKS,IA,4848469.42,,,IA-1,89
1041, RITA HART,IA,293751.16,,,,
1042, ELIZABETH MATHIS,IA,4202083.74,,,IA-2,74
1043, JOSEPH KERNER,IA,4760.95,,,,
1044, DAVID WAYNE LOEBSACK,IA,47710.74,,,,
1045, ASHLEY HINSON ARENHOLZ,IA,7240153.62,,,IA-2,72
1046, ROBERT TODD SCHILLING,IA,0.0,,,,
1047, CHRISTOPHER PETERS,IA,0.0,,,,
1048, DESMUND DOUGLAS ADAMS,IA,0.0,,,,
1049, CINDY AXNE,IA,7246582.43,,,IA-3,95
1050, BRAD ZAUN,IA,0.0,,,,
1051, MARY ANN HANUSA,IA,118409.44,,,,
1052, NICOLE HASSO,IA,620393.63,,,,
1053, ZACH NUNN,IA,2502652.56,,,IA-3,95
1054, DAVID YOUNG,IA,27540.55,,,,
1055, KIM SCHMETT,IA,0.0,,,,
1056, DAVID YOUNG,IA,26316.78,,,,
1057, RYAN MICHAEL APPLETON MELTON,IA,48879.39,,,,
1058, BRET A DR. RICHARDS,IA,8.56,,,,
1059, RANDALL FEENSTRA,IA,1817811.33,,,IA-4,84
1060, STEVEN REEDER,IA,0.0,,,,
1061, STEVE MR. KING,IA,76669.66,,,,
1062, MATTHEW CAMPBELL,IA,0.0,,,,
1063, KAYLEE JADE PETERSON,ID,67139.54,,,ID-1,83
1064, NICHOLAS JONES,ID,0.0,,,,
1065, BRIAN LENNEY,ID,5991.21,,,,
1066, WILLIAM T. SALI,ID,0.0,,,,
1067, RUSSELL FULCHER,ID,455318.91,,,ID-1,86
1068, MICHAEL SNYDER,ID,0.0,,,,
1069, LUCAS TODD MALEK,ID,600.0,,,,
1070, WENDY ANN NORMAN,ID,9234.54,,,ID-2,83
1071, CARLTON AARON SWISHER,ID,7850.57,,,,
1072, BRYAN SMITH,ID,884019.94,,,,
1073, MICHAEL SIMPSON,ID,1661520.3,,,ID-2,79
1074, AMEENA MATTHEWS,IL,33852.71,,,,
1075, BOBBY LEE RUSH,IL,319620.61,,,,
1076, JAHMAL COLE,IL,156064.48,,,,
1077, KIRBY JEROME BIRGANS- MR. TAYLOR,IL,16601.31,,,,
1078, MICHAEL ANTHONY THOMPSON,IL,35210.03,,,,
1079, CHRISTOPHER BUTLER,IL,148501.2,,,,
1080, DARIUS YOREL DEE NIX,IL,2184.4,,,,
1081, CASSANDRA ATTORNEY GOODRUM,IL,25942.68,,,,
1082, STEPHANY ROSE SPAULDING,IL,116875.06,,,,
1083, PATRICIA R DOWELL,IL,459269.38,,,,
1084, JACQUELINE COLLINS,IL,249769.53,,,,
1085, JONATHAN SWAIN,IL,570531.88,,,IL-1,65
1086, JONATHAN JACKSON,IL,735479.36,,,IL-1,89
1087, KARIN M NORINGTON-REAVES,IL,548413.84,,,,
1088, CHARISE A WILLIAMS,IL,164358.89,,,,
1089, NYKEA PIPPION MCGRIFF,IL,105617.68,,,,
1090, TERRE LAYNG ROSNER,IL,16606.13,,,,
1091, PHILANISE WHITE,IL,4180.81,,,,
1092, ERIC JOSEPH MR. CARLSON,IL,5250.33,,,IL-1,67
1093, ROBIN KELLY,IL,1280809.68,,,IL-2,96
1094, ASHLEY RAMOS,IL,4403.0,,,,
1095, ABRAHAM THOMAS MATTHEW,IL,5679.74,,,,
1096, GILBERT VILLEGAS,IL,1117767.37,,,,
1097, DELIA RAMIREZ,IL,829547.74,,,IL-3,96
1098, IYMEN CHEHADE,IL,155494.07,,,,
1099, JUAN ENRIQUE AGUIRRE,IL,10752.05,,,,
1100, DANIEL WILLIAM WILLIAM LIPINSKI,IL,79406.01,,,,
1101, MIKE FRICILONE,IL,17190.65,,,,
1102, JUSTIN BURAU,IL,25999.79,,,IL-3,96
1103, JESUS GARCIA,IL,1010313.84,,,IL-4,75
1104, SOL FLORES,IL,0.0,,,,
1105, EDWARD HERSHEY,IL,1041.0,,,,
1106, MIKE QUIGLEY,IL,856640.42,,,IL-5,96
1107, RALEIGH BOWMAN,IL,6297.67,,,,
1108, KHAI-HOAN DAC HUYNH,IL,74537.38,,,,
1109, STEVE J SCHWARTZBERG ,IL,0.0,,,,
1110, MALGORZATA MCGONIGAL,IL,20018.82,,,,
1111, TOMMY HANSON,IL,26617.42,,,IL-5,96
1112, CHARLES M HUGHES,IL,4468.11,,,,
1113, ROBERT MARSHALL,IL,6100.0,,,,
1114, LESLIE ANNE COOLIDGE,IL,0.0,,,,
1115, MARIE NEWMAN,IL,1690798.2,,,,
1116, KELLY MAZESKI,IL,0.0,,,,
1117, SEAN CASTEN,IL,5798234.49,,,IL-6,96
1118, JEANNE IVES,IL,24016.47,,,,
1119, ROBERT 'ROB' CRUZ,IL,162526.76,,,,
1120, NIKI CONFORTI,IL,75509.18,,,,
1121, KEITH PEKAU,IL,1475063.63,,,IL-6,96
1122, GARY GRASSO,IL,632673.13,,,,
1123, SCOTT RICHARD KASPAR,IL,268040.01,,,,
1124, KINA ISIS COLLINS,IL,6489.36,,,,
1125, KRISTINE SCHANBACHER,IL,3025.5,,,,
1126, DANNY K. MR. DAVIS,IL,699813.13,,,IL-7,85
1127, JUNAID AHMED,IL,1566113.43,,,,
1128, MOHAMMED FAHEEM,IL,9895.28,,,,
1129, S. RAJA KRISHNAMOORTHI,IL,5410970.09,,,IL-8,90
1130, PETER KOPSAFTIS,IL,82713.59,,,,
1131, CHRISTOPHER BRYANT DARGIS,IL,542959.18,,,IL-8,63
1132, PHILLIP OWEN WOOD,IL,41636.18,,,,
1133, CHAD KOPPIE,IL,5542.0,,,,
1134, DAVID MCSWEENEY,IL,20.0,,,,
1135, ANDREW T. HELDUT,IL,0.0,,,,
1136, JANICE D SCHAKOWSKY,IL,1369477.61,,,IL-9,95
1137, MAXWELL RICE,IL,5840.0,,,IL-9,77
1138, SARGIS SANGARI,IL,0.0,,,,
1139, MILTON J SUMPTION,IL,0.0,,,,
1140, BRADLEY S. SCHNEIDER,IL,5400833.88,,,IL-10,80
1141, NANCY RODKIN ROTERING,IL,0.0,,,,
1142, ROBERT JAMES JR DOLD,IL,7500.0,,,,
1143, VALERIE RAMIREZ MUKHERJEE,IL,65460.74,,,,
1144, JOSEPH SEVERINO,IL,21919.63,,,IL-10,97
1145, DOUGLAS R 1963 BENNETT,IL,0.0,,,,
1146, G. WILLIAM (BILL) FOSTER,IL,6186317.77,,,IL-11,61
1147, RICK LAIB,IL,867.55,,,,
1148, KRISHNA K BANSAL,IL,1339.9,,,,
1149, CASSANDRA TANNER MILLER,IL,1310.32,,,,
1150, JERRY EVANS,IL,179832.59,,,,
1151, GRACE KELLY MS. GREEN,IL,2001.0,,,,
1152, MARK JOSEPH CARROLL,IL,47407.79,,,,
1153, SUSAN HATHAWAY-ALTMAN,IL,501.36,,,,
1154, MICHAEL DAVID PIERCE,IL,0.0,,,,
1155, CATALINA LAUF,IL,2712475.96,,,IL-11,96
1156, CRAIG ROBBINS,IL,350.0,,,,
1157, TONIA KHOURI,IL,1830.0,,,,
1158, RAYMOND CARL DR. LENZI,IL,0.0,,,,
1159, HOMER CHIP MR. MARKEL,IL,62591.97,,,IL-12,83
1160, JERRY F COSTELLO,IL,146517.35,,,,
1161, MICHAEL BOST,IL,1646029.5,,,IL-12,73
1162, DAVID PALMER,IL,212508.44,,,,
1163, NIKKI BUDZINSKI,IL,3855687.07,,,IL-13,97
1164, BETSY DIRKSEN LONDRIGAN,IL,60593.95,,,,
1165, JESSE REISING,IL,546738.03,,,,
1166, REGAN DEERING,IL,2087421.57,,,IL-13,96
1167, MATT HAUSMAN,IL,106145.86,,,,
1168, TERRY MARTIN,IL,7845.0,,,,
1169, LAUREN UNDERWOOD,IL,6379384.34,,,IL-14,97
1170, MATTHEW MARK MR. QUIGLEY,IL,889.37,,,,
1171, DANIEL MALOUF,IL,0.0,,,,
1172, SUE REZIN,IL,9022.78,,,,
1173, MICHAEL KOOLIDGE,IL,209427.87,,,,
1174, SCOTT GRYDER,IL,638043.61,,,IL-14,86
1175, SUSAN STARRETT,IL,15347.0,,,,
1176, JAIME MLTON,IL,6817.5,,,,
1177, JACK MR II LOMBARDI,IL,187919.29,,,,
1178, CHRIS LAUZEN,IL,20.16,,,,
1179, JIM OBERWEIS,IL,91626.69,,,,
1180, JAMES THOMAS MARTER,IL,140046.27,,,,
1181, BARRY WILSON,IL,6066.14,,,,
1182, ERIKA C WEAVER,IL,729.61,,,,
1183, PAUL LANGE,IL,46211.8,,,IL-15,83
1184, KEVIN GAITHER,IL,0.0,,,,
1185, MARY MILLER,IL,1782021.03,,,IL-15,96
1186, KERRY ALLEN WOLFF,IL,0.0,,,,
1187, DARREN DUNCAN,IL,10.0,,,,
1188, RODNEY L DAVIS,IL,4049789.15,,,IL-7,69
1189, JOHN M SHIMKUS,IL,105069.96,,,,
1190, KYLE MCCARTER,IL,0.0,,,,
1191, DANI BRZOZOWSKI,IL,16785.56,,,,
1192, ELIZABETH HADERLEIN,IL,38117.98,,,IL-16,97
1193, NEILL DR. MOHAMMAD,IL,0.0,,,,
1194, ADAM KINZINGER,IL,1710182.88,,,,
1195, GENE REV. KOPROWSKI,IL,0.0,,,,
1196, MICHAEL STEPHAN MR REBRESH,IL,14770.09,,,,
1197, WALT PETERS,IL,21545.71,,,,
1198, DARIN MCKAY LAHOOD,IL,2881032.95,,,IL-16,77
1199, MARSHA VIRIGINIA WILLIAMS,IL,32745.08,,,,
1200, CHERI BUSTOS,IL,522970.7,,,,
1201, ANGELA H. NORMOYLE,IL,214206.61,,,,
1202, JONATHAN LOGEMANN,IL,424752.61,,,IL-1,65
1203, LITESA WALLACE,IL,199258.75,,,,
1204, ERIC SORENSEN,IL,2995772.81,,,IL-1,62
1205, JACQUELINE MARIE MCGOWAN,IL,27094.29,,,,
1206, ESTHER JOY KING,IL,4919259.4,,,IL-17,97
1207, MICHAEL A SWANSON,IL,3863.67,,,,
1208, DONALD RIENTS,IL,0.0,,,,
1209, AARON JON MR. SCHOCK,IL,0.0,,,,
1210, THOMAS MCDERMOTT,IN,1360464.26,,,,
1211, JAMES HARPER,IN,55498.65,,,,
1212, FRANK J. MRVAN,IN,2498548.46,,,IN-1,97
1213, MELISSA BOROM,IN,0.0,,,,
1214, PETER J. VISCLOSKY,IN,10779.22,,,,
1215, JENNIFER-RUTH GREEN,IN,3397372.41,,,IN-1,97
1216, DAVID BEN RUIZ,IN,1834.37,,,,
1217, BLAIR MILO,IN,282229.51,,,,
1218, ELLEN L. MARKS,IN,2235.18,,,,
1219, PAUL MR. STEURY,IN,92955.31,,,IN-2,87
1220, MEL HALL,IN,54735.0,,,,
1221, MARY PATRICIA HACKETT,IN,16953.22,,,,
1222, JACKIE WALORSKI SWIHART,IN,1039909.05,,,,
1223, CURT NISLY,IN,16558.0,,,,
1224, RUDY YAKYM,IN,801287.55,,,IN-2,75
1225, CHIP WINTER MR. COLDIRON,IN,462.21,,,,
1226, JOHN MATTHEW MR. STEPHENS,IN,15946.7,,,,
1227, FORREST ANTHONY BOWER,IN,0.0,,,,
1228, GARY SNYDER,IN,73224.46,,,IN-3,85
1229, JAMES E HON. BANKS,IN,1674926.42,,,,
1230, NATHAN GOTSCH,IN,149578.66,,,,
1231, JOSEPH MACKEY,IN,1592.97,,,,
1232, THEODORE EDWARD ROKITA,IN,14514.38,,,,
1233, THOMAS CHARLES BOOKWALTER,IN,500.0,,,,
1234, JAMES R DR. BAIRD,IN,281365.93,,,,
1235, CHRISTINA HALE,IN,5520.28,,,,
1236, ANDREW JAMES JR. JACOBS,IN,0.0,,,,
1237, MATT HALL,IN,50058.1,,,,
1238, DIERDRE THORNTON,IN,11791.38,,,,
1239, JENNIFER CHRISTIE,IN,0.0,,,,
1240, JEANNINE LEE LAKE,IN,41196.98,,,IN-5,97
1241, MICAH BECKWITH,IN,7910.62,,,,
1242, BETH ELAINE HENDERSON,IN,14937.7,,,,
1243, VICTORIA SPARTZ,IN,2545142.64,,,IN-5,97
1244, CARL JOSEPH BRIZZI,IN,0.0,,,,
1245, SUSAN MRS. BROOKS,IN,322085.2,,,,
1246, DANNY L BURTON,IN,14591.0,,,,
1247, BARTON WAYNE TEETERS,IN,100.0,,,,
1248, CYNTHIA WIRTH,IN,38910.21,,,IN-6,74
1249, DON JR BATES,IN,0.0,,,,
1250, JONATHAN M. LAMB,IN,0.0,,,,
1251, GREGORY J. PENCE,IN,2325751.08,,,IN-6,74
1252, ANDRE CARSON,IN,1067853.5,,,IN-7,79
1253, RUSSELL (RUSTY) SCOTT MR. JOHNSON,IN,1420.59,,,,
1254, ANGELA GRABOVSKY,IN,498270.15,,,IN-7,97
1255, BILL ALLEN,IN,36000.0,,,,
1256, THOMASINA MARSILI,IN,254.43,,,,
1257, RAY MCCORMICK,IN,137353.27,,,IN-8,96
1258, RON DRAKE,IN,121.0,,,,
1259, LARRY D. BUCSHON,IN,1114545.79,,,IN-8,97
1260, ANDY RUFF,IN,13389.45,,,,
1261, MATTHEW JOHN FYFE,IN,117102.72,,,IN-9,80
1262, JONATHON DALE COLE,IN,79.81,,,,
1263, ISAK NTI ASARE,IN,24424.34,,,,
1264, LIZ WATSON,IN,9699.52,,,,
1265, TODD CHRISTOPHER YOUNG,IN,9618042.78,,,,
1266, JIM BAKER,IN,84181.21,,,IN-3,74
1267, MICHAEL E SODREL,IN,1038316.28,,,,
1268, STU BARNES-ISRAEL,IN,477148.73,,,,
1269, J. MICHAEL DAVISSON,IN,6520.0,,,,
1270, DANIEL HEIWIG,IN,44888.56,,,,
1271, ERIC SCHANSBERG,IN,28915.0,,,,
1272, ERIN HOUCHIN,IN,926873.02,,,IN-9,96
1273, DARRYL BRENT JR WALTZ,IN,0.0,,,,
1274, JAMES R PFAFF,IN,0.0,,,,
1275, TREY HOLLINGSWORTH,IN,364382.47,,,,
1276, TONYA LYNN MILLIS,IN,9958.95,,,,
1277, KALI BARNETT,KS,10191.91,,,,
1278, CHRISTY DAVIS,KS,1142.39,,,KS-3,64
1279, JAMES KENNETH BEARD,KS,17313.35,,,KS-1,62
1280, TRACEY ROBERT MANN,KS,383704.3,,,KS-1,73
1281, BILL DR CLIFFORD,KS,52528.16,,,,
1282, TROY WAYMASTER,KS,0.0,,,,
1283, TIMOTHY A REP. HUELSKAMP,KS,2294.34,,,,
1284, MICHELLE DE LA ISLA,KS,14117.78,,,,
1285, PATRICK SCHMIDT,KS,1105910.77,,,KS-2,97
1286, JAKE LATURNER,KS,1173487.81,,,KS-2,96
1287, CARYN TYSON,KS,0.0,,,,
1288, STEVEN C. JR. WATKINS,KS,6250.0,,,,
1289, SHARICE DAVIDS,KS,8257092.48,,,KS-3,97
1290, KEVIN YODER,KS,14152.24,,,,
1291, SARA HART WEIR,KS,9009.5,,,,
1292, AMANDA ADKINS,KS,3875948.35,,,KS-3,87
1293, ADRIENNE FOSTER,KS,2550.62,,,,
1294, JOHN MCCAUGHREAN,KS,11711.42,,,,
1295, BOB MR HERNANDEZ,KS,30604.64,,,KS-4,87
1296, LAURA LOMBARD,KS,6275.95,,,,
1297, MICHAEL R POMPEO,KS,167882.13,,,,
1298, RON ESTES,KS,1716678.06,,,KS-4,95
1299, MIRANDA WALZ-ALLEN,KS,0.0,,,,
1300, JIMMY CLIFTON AUSBROOKS,KY,7866.73,,,KY-1,81
1301, PAUL WALKER,KY,1554.28,,,,
1302, JAMES COMER,KY,949805.39,,,KY-1,85
1303, WILLIAM DAKOTA COMPTON,KY,853.89,,,,
1304, HANK LINDERMAN,KY,77491.84,,,KY-2,97
1305, CHRISTOPHER LEE MR. HENNING,KY,2913.57,,,,
1306, LEE WATTS,KY,56220.69,,,,
1307, S. BRETT HON. GUTHRIE,KY,2156774.23,,,KY-2,84
1308, ROBERT LEE PERRY,KY,56.0,,,,
1309, ATTICA WOODSON SCOTT,KY,240509.3,,,,
1310, MORGAN MCGARVEY,KY,2791451.25,,,KY-3,97
1311, JOHN YARMUTH,KY,239506.06,,,,
1312, RHONDA RAYE PALAZZO,KY,10040.85,,,,
1313, STUART N. RAY,KY,621240.64,,,KY-3,96
1314, GREGORY PETER PUCCETTI,KY,18318.73,,,,
1315, MIKE CRAVEN ,KY,110758.91,,,,
1316, VICKIE YATES BROWN GLISSON,KY,10419.61,,,,
1317, ALEXANDRA DR. OWENSBY,KY,4754.11,,,,
1318, MATTHEW LEHMAN,KY,297682.51,,,KY-4,97
1319, SETH BLANE HALL,KY,0.0,,,,
1320, THOMAS H. MASSIE,KY,976631.31,,,KY-4,87
1321, CLAIRE WIRTH,KY,461113.41,,,,
1322, CONOR HALBLEIB,KY,19102.59,,,KY-5,97
1323, HAROLD DALLAS ROGERS,KY,893199.29,,,KY-5,80
1324, RICHARD JACOB DR. VAN DAM,KY,40384.66,,,,
1325, GERARDO SERRANO,KY,57850.94,,,,
1326, JOSH HICKS,KY,2893.59,,,,
1327, CHRISTOPHER PREECE,KY,33285.74,,,,
1328, GEOFFREY M YOUNG,KY,239130.65,,,KY-6,76
1329, AMY MCGRATH,KY,712.36,,,,
1330, GARLAND ANDY BARR,KY,2060477.65,,,KY-6,67
1331, II  MAURICE RANDALL CRAVENS,KY,4505.73,,,,
1332, KATIE DARLING DARLING,LA,150572.91,,,LA-1,71
1333, TAMMY MARIE DR SAVOIE,LA,0.0,,,,
1334, STEVE MR SCALISE,LA,19967864.23,,,LA-1,87
1335, GARY JR. CHAMBERS,LA,1806620.0,,,,
1336, KAREN CARTER PETERSON,LA,1413538.73,,,,
1337, TROY A. SR. CARTER,LA,3050577.52,,,LA-2,85
1338, DESIREE ONTIVEROS,LA,50695.84,,,,
1339, HAROLD MR. SR. JOHN,LA,23349.19,,,,
1340, CEDRIC L RICHMOND,LA,559256.13,,,,
1341, GREGORY LIRETTE,LA,65162.07,,,,
1342, CHELSEA ARDOIN,LA,11153.01,,,,
1343, CLASTON BERNARD,LA,196217.39,,,,
1344, SHELDON CHARLES H2LA02263 SR. VINCENT,LA,1332.33,,,,
1345, DANIEL ANTHONY LUX,LA,36052.27,,,,
1346, HELENA MORENO,LA,0.0,,,,
1347, BRAYLON HARRIS,LA,0.0,,,,
1348, DUSTIN GRANGER,LA,46559.61,,,,
1349, TIA MARIE MRS. LEBRUN,LA,38594.4,,,,
1350, LARRY RADER,LA,8925.0,,,,
1351, THOMAS LANE JR PAYNE,LA,17429.1,,,,
1352," ""HOLDEN"" HOGGATT",LA,200873.44,,,,
1353, SCOTT MR. ANGELLE,LA,0.0,,,,
1354, CLAY CAPTAIN HIGGINS,LA,1075223.34,,,,
1355, JOHN CHARLES MILKOVICH,LA,0.0,,,,
1356, J MARSHALL JONES JR,LA,0.0,,,,
1357, RYAN TRUNDLE,LA,3324.52,,,,
1358, JAMES MICHAEL JOHNSON,LA,1152960.96,,,LA-4,61
1359, SANDRA CHRISTOPHE,LA,56574.7,,,,
1360, MARTIN LEMELLE,LA,678.75,,,,
1361, PHILLIP SNOWDEN,LA,0.0,,,,
1362, WALTER EARL HUFF,LA,10431.88,,,,
1363, RANDALL SCOTT ROBINSON,LA,4447.41,,,,
1364, JOHN LANCE HARRIS,LA,6000.7,,,,
1365, LUKE JOSHUA LETLOW,LA,91064.85,,,,
1366, JULIA LETLOW,LA,1986705.17,,,,
1367, CHAD CONERLY,LA,57713.22,,,,
1368, SANCHA SMITH,LA,21293.3,,,,
1369, HARTWELL NEIL JR RISER,LA,0.0,,,,
1370, VANCE MICHAEL MCALLISTER,LA,0.0,,,,
1371, JOSHUA S GUILLORY,LA,46106.4,,,,
1372, CHARLES 'TREY' DR III THOMAS,LA,0.0,,,,
1373, GARRET GRAVES,LA,1386339.7,,,LA-6,96
1374, LENAR WHITNEY,LA,0.0,,,,
1375, ALEX MORSE,MA,86369.31,,,,
1376, RICHARD E MR. NEAL,MA,2324305.46,,,MA-1,88
1377, DEAN MARTILLI,MA,19491.64,,,MA-1,79
1378, NATHAN ALEXANDER BECH,MA,0.0,,,,
1379, JAMES P. MR. MCGOVERN,MA,952303.37,,,MA-2,87
1380, JEFF SOSSA-PAQUETTE,MA,135092.65,,,MA-2,84
1381, KEVIN WILLIAM POWERS,MA,0.0,,,,
1382, TRACY LYN LOVVORN,MA,0.0,,,,
1383, DANIEL ARRIGG KOH,MA,6994.62,,,,
1384, LORI TRAHAN,MA,1358753.78,,,MA-3,69
1385, JUANA MATIAS,MA,2720.0,,,,
1386, BARBARA L'ITALIEN,MA,0.0,,,,
1387, DEAN TRAN,MA,158145.09,,,MA-3,82
1388, RICK GREEN,MA,200.0,,,,
1389, IHSSANE LECKEY,MA,23204.98,,,,
1390, REBECCA WALKER GROSSMAN,MA,13468.84,,,,
1391, ALAN KHAZEI,MA,48020.83,,,,
1392, JESSE MERMELL,MA,22287.06,,,,
1393, JAKE AUCHINCLOSS,MA,1071447.44,,,MA-4,97
1394, CHRISTOPHER ZANNETOS,MA,42.12,,,,
1395, HERB ROBINSON,MA,30.0,,,,
1396, JULIE HALL,MA,31751.88,,,,
1397, EMILY BURNS,MA,368666.42,,,,
1398, KATHERINE CLARK,MA,2245379.96,,,MA-5,88
1399, MICHAEL P STOPA,MA,4600.0,,,,
1400, CAROLINE COLARUSSO,MA,6805.57,,,MA-5,97
1401, CAROLINE COLARUSSO,MA,106347.0,,,MA-5,97
1402, JAMIE MARIE ZAHLAWAY BELSITO,MA,0.0,,,,
1403, SETH MOULTON,MA,1558931.5,,,MA-6,96
1404, JOHN PAUL MORAN,MA,6146.58,,,,
1405, ROBERT MAY,MA,40158.55,,,MA-6,67
1406, JOSEPH SCHNEIDER,MA,0.0,,,,
1407, MARK MR. TASHJIAN,MA,67413.57,,,,
1408, AYANNA PRESSLEY,MA,1562623.62,,,MA-7,88
1409, MOHAMMAD DAR,MA,3031.32,,,,
1410, ROBBIE GOLDSTEIN,MA,1650.22,,,,
1411, STEPHEN LYNCH,MA,802096.03,,,MA-8,87
1412, JOSEPH P II KENNEDY,MA,350887.64,,,,
1413, HAMILTON SOARES RODRIGUES,MA,35066.72,,,,
1414, MARK SYLVIA,MA,5436.01,,,,
1415, WILLIAM R KEATING,MA,1215489.27,,,MA-9,73
1416, GRANT SMITH ELLIS,MA,2080.0,,,,
1417, HELEN BRADY,MA,4497.89,,,,
1418, MARK LITTLES,MA,72966.9,,,,
1419, JESSE BROWN,MA,333992.21,,,MA-9,85
1420, DAN SULLIVAN,MA,59867.39,,,,
1421, JOHN C CHAPMAN,MA,0.0,,,,
1422, DANIEL L SHORES,MA,0.0,,,,
1423, PETER D. MR. TEDESCHI,MA,0.0,,,,
1424, MIA MASON,MD,19.6,,,,
1425, HEATHER RENAY MIZEUR,MD,2765613.1,,,MD-1,84
1426, R. DAVID HARDEN,MD,401684.52,,,,
1427, MALCOLM THOMAS COLOMBO,MD,1589.41,,,,
1428, JESSE COLVIN,MD,16298.26,,,,
1429, ANDREW P HARRIS,MD,2136248.38,,,MD-1,74
1430, E J PIPKIN,MD,0.0,,,,
1431, C. A. DUTCH RUPPERSBERGER,MD,1328052.46,,,MD-2,96
1432, BRITTANY T OLIVER,MD,46657.28,,,,
1433, MARQUES MR. DENT,MD,5051.7,,,,
1434, GEORGE CROOM,MD,9914.66,,,,
1435, MARCELO GABRIEL CARDARELLI,MD,0.0,,,,
1436, JOHNNY RAY MR. SALLING,MD,1524.6,,,,
1437, BERNARD FLOWERS,MD,30750.58,,,,
1438, ELLEN EJ MCNULTY,MD,15244.45,,,,
1439, NICOLEE AMBROSE,MD,499787.1,,,MD-2,97
1440, MIKE GEPPI,MD,0.0,,,,
1441, DAVID DRAIN II WALLACE,MD,84039.33,,,,
1442, LIZ MATORY,MD,0.0,,,,
1443, JOHN P. MR. SARBANES,MD,728966.03,,,MD-3,76
1444, JAKE PRETOT,MD,0.0,,,,
1445, YURIPZY MORGAN,MD,491772.77,,,MD-3,97
1446, ANTONIO PITOCCO,MD,36638.59,,,,
1447, LANCE ALAN GRIFFIN,MD,17220.21,,,,
1448, AMAL TORRES,MD,36575.5,,,,
