,CAND_NAME,CAND_OFFICE_ST,TTL_DISB,Percent,Party,district,fuzz
967, DAVID CURRY,GA,709674.0,,,GA-13,61.0
968, ALAN SIMS,GA,703865.17,,,,
969, MITCHELL SWAN,GA,301988.0,,,,
970, PATRICK J WITT,GA,553643.1,,,,
971, MATT RICHARDS,GA,326790.94,,,,
972, TODD HEUSSNER,GA,16645.0,,,,
973, VERNON JONES,GA,532489.09,,,,
974, MICHAEL A JR COLLINS,GA,1252497.79,,,GA-10,67.0
975, PAUL BROUN,GA,534681.58,,,,
976, DANA BARRETT,GA,9648.32,,,,
977, HADEN ASHER NUCKOLLS,GA,0.0,,,,
978, HEATHER KILPATRICK,GA,35315.9,,,,
979, BEAU ALEXANDER RYAN MR CANNON,GA,1630.85,,,,
980, ANTONIO MIGUEL DAZA-FERNANDEZ,GA,102104.07,,,,
981, BARRY LOUDERMILK,GA,875568.95,,,GA-11,97.0
982, ANGELA GRACE DAVIS,GA,738.17,,,,
983, ELIZABETH JOHNSON,GA,193938.25,,,GA-10,62.0
984, DANIEL WRIGHT MCLEOD,GA,60.0,,,,
985, RICHARD W ALLEN,GA,778377.83,,,GA-12,76.0
986, NEIL SINGLETON,GA,0.0,,,,
987, DAVID ALBERT SCOTT,GA,1741814.46,,,GA-13,73.0
988, MARK BAKER,GA,118574.16,,,,
989, VINCENT FORT,GA,66208.81,,,,
990, BECKY E HITES,GA,573.72,,,,
991, CAESAR GONZALES,GA,18511.88,,,GA-13,97.0
992, CALINA PLOTKY,GA,17246.66,,,,
993, DOMINIKA HAWKINS,GA,5520.0,,,,
994, MARTIN LINDSEY MR. III COWEN,GA,2868.83,,,,
995, KEVIN VAN AUSDAL,GA,23745.16,,,,
996, LATEEFAH B. CONNER,GA,98223.59,,,,
997, MARCUS FLOWERS,GA,16349414.34,,,GA-14,97.0
998, HOLLY MCCORMACK,GA,1874401.17,,,GA-6,67.0
999, WENDY DAVIS,GA,524060.17,,,,
1000, MARJORIE TAYLOR MRS. GREENE,GA,10611564.14,,,GA-14,88.0
1001, JOHN DR. COWAN,GA,11767.72,,,,
1002, JOHN D BARGE,GA,0.0,,,,
1003, MATTHEW LAUGHRIDGE,GA,20.0,,,,
1004, MARK DANIEL CLAY,GA,6000.0,,,,
1005, JENNIFER STRAHAN,GA,413088.16,,,,
1006, CHARLES DAVID DOCTOR LUTIN,GA,26717.28,,,,
1007, ERIC B CUNNINGHAM,GA,2261.94,,,,
1008, WALTER JAMES HAYGOOD,GA,14484.35,,,,
1009, SETH SYNSTELIEN,GA,11265.12,,,,
1010, ANGELA PENCE,GA,4410.58,,,,
1011, ROBERT ANACLETUS UNDERWOOD,GU,29.0,,,,
1012, ROBERT ANACLETUS UNDERWOOD,GU,29.0,,,,
1013, TELENA C. NELSON,GU,18742.84,,,,
1014, JUDITH T WON PAT,GU,88547.3,,,,
1015, MICHAEL F.Q. MR. SAN NICOLAS,GU,19183.55,,,,
1016, WILLIAM MENDIOLA CASTRO,GU,0.0,,,,
1017, JAMES C. MOYLAN,GU,109641.16,,,,
1019, EDWARD CASE,HI,667444.59,,,HI-1,74.0
1023, CONRAD KRESS,HI,80988.61,,,HI-1,96.0
1029, JILL NAOMI TOKUDA,HI,815909.63,,,HI-2,81.0
1033, JOSEPH AKANA,HI,70545.33,,,HI-2,82.0
1035, CHRISTINA BOHANNAN,IA,3168097.69,,,IA-1,97.0
1036, ABBY FINKENAUER,IA,51254.65,,,,
1037, RODNEY BLUM,IA,0.0,,,,
1038, KYLE KUEHL,IA,19964.0,,,,
1039, MARIANNETTE JANE MILLER-MEEKS,IA,4848469.42,,,IA-1,89.0
1040, RITA HART,IA,293751.16,,,,
1041, ELIZABETH MATHIS,IA,4202083.74,,,IA-2,74.0
1042, JOSEPH KERNER,IA,4760.95,,,,
1043, DAVID WAYNE LOEBSACK,IA,47710.74,,,,
1044, ASHLEY HINSON ARENHOLZ,IA,7240153.62,,,IA-2,72.0
1045, ROBERT TODD SCHILLING,IA,0.0,,,,
1046, CHRISTOPHER PETERS,IA,0.0,,,,
1047, DESMUND DOUGLAS ADAMS,IA,0.0,,,,
1048, CINDY AXNE,IA,7246582.43,,,IA-3,95.0
1049, BRAD ZAUN,IA,0.0,,,,
1050, MARY ANN HANUSA,IA,118409.44,,,,
1051, NICOLE HASSO,IA,620393.63,,,,
1052, ZACH NUNN,IA,2502652.56,,,IA-3,95.0
1053, DAVID YOUNG,IA,27540.55,,,,
1054, KIM SCHMETT,IA,0.0,,,,
1055, DAVID YOUNG,IA,26316.78,,,,
1056, RYAN MICHAEL APPLETON MELTON,IA,48879.39,,,,
1057, BRET A DR. RICHARDS,IA,8.56,,,,
1058, RANDALL FEENSTRA,IA,1817811.33,,,IA-4,84.0
1059, STEVEN REEDER,IA,0.0,,,,
1060, STEVE MR. KING,IA,76669.66,,,,
1061, MATTHEW CAMPBELL,IA,0.0,,,,
1062, KAYLEE JADE PETERSON,ID,67139.54,,,ID-1,83.0
1066, RUSSELL FULCHER,ID,455318.91,,,ID-1,86.0
1069, WENDY ANN NORMAN,ID,9234.54,,,ID-2,83.0
1072, MICHAEL SIMPSON,ID,1661520.3,,,ID-2,79.0
1073, AMEENA MATTHEWS,IL,33852.71,,,,
1074, BOBBY LEE RUSH,IL,319620.61,,,,
1075, JAHMAL COLE,IL,156064.48,,,,
1076, KIRBY JEROME BIRGANS- MR. TAYLOR,IL,16601.31,,,,
1077, MICHAEL ANTHONY THOMPSON,IL,35210.03,,,,
1078, CHRISTOPHER BUTLER,IL,148501.2,,,,
1079, DARIUS YOREL DEE NIX,IL,2184.4,,,,
1080, CASSANDRA ATTORNEY GOODRUM,IL,25942.68,,,,
1081, STEPHANY ROSE SPAULDING,IL,116875.06,,,,
1082, PATRICIA R DOWELL,IL,459269.38,,,,
1083, JACQUELINE COLLINS,IL,249769.53,,,,
1084, JONATHAN SWAIN,IL,570531.88,,,IL-1,65.0
1085, JONATHAN JACKSON,IL,735479.36,,,IL-1,89.0
1086, KARIN M NORINGTON-REAVES,IL,548413.84,,,,
1087, CHARISE A WILLIAMS,IL,164358.89,,,,
1088, NYKEA PIPPION MCGRIFF,IL,105617.68,,,,
1089, TERRE LAYNG ROSNER,IL,16606.13,,,,
1090, PHILANISE WHITE,IL,4180.81,,,,
1091, ERIC JOSEPH MR. CARLSON,IL,5250.33,,,IL-1,67.0
1092, ROBIN KELLY,IL,1280809.68,,,IL-2,96.0
1093, ASHLEY RAMOS,IL,4403.0,,,,
1094, ABRAHAM THOMAS MATTHEW,IL,5679.74,,,,
1095, GILBERT VILLEGAS,IL,1117767.37,,,,
1096, DELIA RAMIREZ,IL,829547.74,,,IL-3,96.0
1097, IYMEN CHEHADE,IL,155494.07,,,,
1098, JUAN ENRIQUE AGUIRRE,IL,10752.05,,,,
1099, DANIEL WILLIAM WILLIAM LIPINSKI,IL,79406.01,,,,
1100, MIKE FRICILONE,IL,17190.65,,,,
1101, JUSTIN BURAU,IL,25999.79,,,IL-3,96.0
1102, JESUS GARCIA,IL,1010313.84,,,IL-4,75.0
1103, SOL FLORES,IL,0.0,,,,
1104, EDWARD HERSHEY,IL,1041.0,,,,
1105, MIKE QUIGLEY,IL,856640.42,,,IL-5,96.0
1106, RALEIGH BOWMAN,IL,6297.67,,,,
1107, KHAI-HOAN DAC HUYNH,IL,74537.38,,,,
1108, STEVE J SCHWARTZBERG ,IL,0.0,,,,
1109, MALGORZATA MCGONIGAL,IL,20018.82,,,,
1110, TOMMY HANSON,IL,26617.42,,,IL-5,96.0
1111, CHARLES M HUGHES,IL,4468.11,,,,
1112, ROBERT MARSHALL,IL,6100.0,,,,
1113, LESLIE ANNE COOLIDGE,IL,0.0,,,,
1114, MARIE NEWMAN,IL,1690798.2,,,,
1115, KELLY MAZESKI,IL,0.0,,,,
1116, SEAN CASTEN,IL,5798234.49,,,IL-6,96.0
1117, JEANNE IVES,IL,24016.47,,,,
1118, ROBERT 'ROB' CRUZ,IL,162526.76,,,,
1119, NIKI CONFORTI,IL,75509.18,,,,
1120, KEITH PEKAU,IL,1475063.63,,,IL-6,96.0
1121, GARY GRASSO,IL,632673.13,,,,
1122, SCOTT RICHARD KASPAR,IL,268040.01,,,,
1123, KINA ISIS COLLINS,IL,6489.36,,,,
1124, KRISTINE SCHANBACHER,IL,3025.5,,,,
1125, DANNY K. MR. DAVIS,IL,699813.13,,,IL-7,85.0
1126, JUNAID AHMED,IL,1566113.43,,,,
1127, MOHAMMED FAHEEM,IL,9895.28,,,,
1128, S. RAJA KRISHNAMOORTHI,IL,5410970.09,,,IL-8,90.0
1129, PETER KOPSAFTIS,IL,82713.59,,,,
1130, CHRISTOPHER BRYANT DARGIS,IL,542959.18,,,IL-8,63.0
1131, PHILLIP OWEN WOOD,IL,41636.18,,,,
1132, CHAD KOPPIE,IL,5542.0,,,,
1133, DAVID MCSWEENEY,IL,20.0,,,,
1134, ANDREW T. HELDUT,IL,0.0,,,,
1135, JANICE D SCHAKOWSKY,IL,1369477.61,,,IL-9,95.0
1136, MAXWELL RICE,IL,5840.0,,,IL-9,77.0
1137, SARGIS SANGARI,IL,0.0,,,,
1138, MILTON J SUMPTION,IL,0.0,,,,
1139, BRADLEY S. SCHNEIDER,IL,5400833.88,,,IL-10,80.0
1140, NANCY RODKIN ROTERING,IL,0.0,,,,
1141, ROBERT JAMES JR DOLD,IL,7500.0,,,,
1142, VALERIE RAMIREZ MUKHERJEE,IL,65460.74,,,,
1143, JOSEPH SEVERINO,IL,21919.63,,,IL-10,97.0
1144, DOUGLAS R 1963 BENNETT,IL,0.0,,,,
1145, G. WILLIAM (BILL) FOSTER,IL,6186317.77,,,IL-11,61.0
1146, RICK LAIB,IL,867.55,,,,
1147, KRISHNA K BANSAL,IL,1339.9,,,,
1148, CASSANDRA TANNER MILLER,IL,1310.32,,,,
1149, JERRY EVANS,IL,179832.59,,,,
1150, GRACE KELLY MS. GREEN,IL,2001.0,,,,
1151, MARK JOSEPH CARROLL,IL,47407.79,,,,
1152, SUSAN HATHAWAY-ALTMAN,IL,501.36,,,,
1153, MICHAEL DAVID PIERCE,IL,0.0,,,,
1154, CATALINA LAUF,IL,2712475.96,,,IL-11,96.0
1155, CRAIG ROBBINS,IL,350.0,,,,
1156, TONIA KHOURI,IL,1830.0,,,,
1157, RAYMOND CARL DR. LENZI,IL,0.0,,,,
1158, HOMER CHIP MR. MARKEL,IL,62591.97,,,IL-12,83.0
1159, JERRY F COSTELLO,IL,146517.35,,,,
1160, MICHAEL BOST,IL,1646029.5,,,IL-12,73.0
1161, DAVID PALMER,IL,212508.44,,,,
1162, NIKKI BUDZINSKI,IL,3855687.07,,,IL-13,97.0
1163, BETSY DIRKSEN LONDRIGAN,IL,60593.95,,,,
1164, JESSE REISING,IL,546738.03,,,,
1165, REGAN DEERING,IL,2087421.57,,,IL-13,96.0
1166, MATT HAUSMAN,IL,106145.86,,,,
1167, TERRY MARTIN,IL,7845.0,,,,
1168, LAUREN UNDERWOOD,IL,6379384.34,,,IL-14,97.0
1169, MATTHEW MARK MR. QUIGLEY,IL,889.37,,,,
1170, DANIEL MALOUF,IL,0.0,,,,
1171, SUE REZIN,IL,9022.78,,,,
1172, MICHAEL KOOLIDGE,IL,209427.87,,,,
1173, SCOTT GRYDER,IL,638043.61,,,IL-14,86.0
1174, SUSAN STARRETT,IL,15347.0,,,,
1175, JAIME MLTON,IL,6817.5,,,,
1176, JACK MR II LOMBARDI,IL,187919.29,,,,
1177, CHRIS LAUZEN,IL,20.16,,,,
1178, JIM OBERWEIS,IL,91626.69,,,,
1179, JAMES THOMAS MARTER,IL,140046.27,,,,
1180, BARRY WILSON,IL,6066.14,,,,
1181, ERIKA C WEAVER,IL,729.61,,,,
1182, PAUL LANGE,IL,46211.8,,,IL-15,83.0
1183, KEVIN GAITHER,IL,0.0,,,,
1184, MARY MILLER,IL,1782021.03,,,IL-15,96.0
1185, KERRY ALLEN WOLFF,IL,0.0,,,,
1186, DARREN DUNCAN,IL,10.0,,,,
1187, RODNEY L DAVIS,IL,4049789.15,,,IL-7,69.0
1188, JOHN M SHIMKUS,IL,105069.96,,,,
1189, KYLE MCCARTER,IL,0.0,,,,
1190, DANI BRZOZOWSKI,IL,16785.56,,,,
1191, ELIZABETH HADERLEIN,IL,38117.98,,,IL-16,97.0
1192, NEILL DR. MOHAMMAD,IL,0.0,,,,
1193, ADAM KINZINGER,IL,1710182.88,,,,
1194, GENE REV. KOPROWSKI,IL,0.0,,,,
1195, MICHAEL STEPHAN MR REBRESH,IL,14770.09,,,,
1196, WALT PETERS,IL,21545.71,,,,
1197, DARIN MCKAY LAHOOD,IL,2881032.95,,,IL-16,77.0
1198, MARSHA VIRIGINIA WILLIAMS,IL,32745.08,,,,
1199, CHERI BUSTOS,IL,522970.7,,,,
1200, ANGELA H. NORMOYLE,IL,214206.61,,,,
1201, JONATHAN LOGEMANN,IL,424752.61,,,IL-1,65.0
1202, LITESA WALLACE,IL,199258.75,,,,
1203, ERIC SORENSEN,IL,2995772.81,,,IL-1,62.0
1204, JACQUELINE MARIE MCGOWAN,IL,27094.29,,,,
1205, ESTHER JOY KING,IL,4919259.4,,,IL-17,97.0
1206, MICHAEL A SWANSON,IL,3863.67,,,,
1207, DONALD RIENTS,IL,0.0,,,,
1208, AARON JON MR. SCHOCK,IL,0.0,,,,
1209, THOMAS MCDERMOTT,IN,1360464.26,,,,
1210, JAMES HARPER,IN,55498.65,,,,
1211, FRANK J. MRVAN,IN,2498548.46,,,IN-1,97.0
1212, MELISSA BOROM,IN,0.0,,,,
1213, PETER J. VISCLOSKY,IN,10779.22,,,,
1214, JENNIFER-RUTH GREEN,IN,3397372.41,,,IN-1,97.0
1215, DAVID BEN RUIZ,IN,1834.37,,,,
1216, BLAIR MILO,IN,282229.51,,,,
1217, ELLEN L. MARKS,IN,2235.18,,,,
1218, PAUL MR. STEURY,IN,92955.31,,,IN-2,87.0
1219, MEL HALL,IN,54735.0,,,,
1220, MARY PATRICIA HACKETT,IN,16953.22,,,,
1221, JACKIE WALORSKI SWIHART,IN,1039909.05,,,,
1222, CURT NISLY,IN,16558.0,,,,
1223, RUDY YAKYM,IN,801287.55,,,IN-2,75.0
1224, CHIP WINTER MR. COLDIRON,IN,462.21,,,,
1225, JOHN MATTHEW MR. STEPHENS,IN,15946.7,,,,
1226, FORREST ANTHONY BOWER,IN,0.0,,,,
1227, GARY SNYDER,IN,73224.46,,,IN-3,85.0
1228, JAMES E HON. BANKS,IN,1674926.42,,,,
1229, NATHAN GOTSCH,IN,149578.66,,,,
1230, JOSEPH MACKEY,IN,1592.97,,,,
1231, THEODORE EDWARD ROKITA,IN,14514.38,,,,
1232, THOMAS CHARLES BOOKWALTER,IN,500.0,,,,
1233, JAMES R DR. BAIRD,IN,281365.93,,,,
1234, CHRISTINA HALE,IN,5520.28,,,,
1235, ANDREW JAMES JR. JACOBS,IN,0.0,,,,
1236, MATT HALL,IN,50058.1,,,,
1237, DIERDRE THORNTON,IN,11791.38,,,,
1238, JENNIFER CHRISTIE,IN,0.0,,,,
1239, JEANNINE LEE LAKE,IN,41196.98,,,IN-5,97.0
1240, MICAH BECKWITH,IN,7910.62,,,,
1241, BETH ELAINE HENDERSON,IN,14937.7,,,,
1242, VICTORIA SPARTZ,IN,2545142.64,,,IN-5,97.0
1243, CARL JOSEPH BRIZZI,IN,0.0,,,,
1244, SUSAN MRS. BROOKS,IN,322085.2,,,,
1245, DANNY L BURTON,IN,14591.0,,,,
1246, BARTON WAYNE TEETERS,IN,100.0,,,,
1247, CYNTHIA WIRTH,IN,38910.21,,,IN-6,74.0
1248, DON JR BATES,IN,0.0,,,,
1249, JONATHAN M. LAMB,IN,0.0,,,,
1250, GREGORY J. PENCE,IN,2325751.08,,,IN-6,74.0
1251, ANDRE CARSON,IN,1067853.5,,,IN-7,79.0
1252, RUSSELL (RUSTY) SCOTT MR. JOHNSON,IN,1420.59,,,,
1253, ANGELA GRABOVSKY,IN,498270.15,,,IN-7,97.0
1254, BILL ALLEN,IN,36000.0,,,,
1255, THOMASINA MARSILI,IN,254.43,,,,
1256, RAY MCCORMICK,IN,137353.27,,,IN-8,96.0
1257, RON DRAKE,IN,121.0,,,,
1258, LARRY D. BUCSHON,IN,1114545.79,,,IN-8,97.0
1259, ANDY RUFF,IN,13389.45,,,,
1260, MATTHEW JOHN FYFE,IN,117102.72,,,IN-9,80.0
1261, JONATHON DALE COLE,IN,79.81,,,,
1262, ISAK NTI ASARE,IN,24424.34,,,,
1263, LIZ WATSON,IN,9699.52,,,,
1264, TODD CHRISTOPHER YOUNG,IN,9618042.78,,,,
1265, JIM BAKER,IN,84181.21,,,IN-3,74.0
1266, MICHAEL E SODREL,IN,1038316.28,,,,
1267, STU BARNES-ISRAEL,IN,477148.73,,,,
1268, J. MICHAEL DAVISSON,IN,6520.0,,,,
1269, DANIEL HEIWIG,IN,44888.56,,,,
1270, ERIC SCHANSBERG,IN,28915.0,,,,
1271, ERIN HOUCHIN,IN,926873.02,,,IN-9,96.0
1272, DARRYL BRENT JR WALTZ,IN,0.0,,,,
1273, JAMES R PFAFF,IN,0.0,,,,
1274, TREY HOLLINGSWORTH,IN,364382.47,,,,
1275, TONYA LYNN MILLIS,IN,9958.95,,,,
1276, KALI BARNETT,KS,10191.91,,,,
1277, CHRISTY DAVIS,KS,1142.39,,,KS-3,64.0
1278, JAMES KENNETH BEARD,KS,17313.35,,,KS-1,62.0
1279, TRACEY ROBERT MANN,KS,383704.3,,,KS-1,73.0
1280, BILL DR CLIFFORD,KS,52528.16,,,,
1281, TROY WAYMASTER,KS,0.0,,,,
1282, TIMOTHY A REP. HUELSKAMP,KS,2294.34,,,,
1283, MICHELLE DE LA ISLA,KS,14117.78,,,,
1284, PATRICK SCHMIDT,KS,1105910.77,,,KS-2,97.0
1285, JAKE LATURNER,KS,1173487.81,,,KS-2,96.0
1286, CARYN TYSON,KS,0.0,,,,
1287, STEVEN C. JR. WATKINS,KS,6250.0,,,,
1288, SHARICE DAVIDS,KS,8257092.48,,,KS-3,97.0
1289, KEVIN YODER,KS,14152.24,,,,
1290, SARA HART WEIR,KS,9009.5,,,,
1291, AMANDA ADKINS,KS,3875948.35,,,KS-3,87.0
1292, ADRIENNE FOSTER,KS,2550.62,,,,
1293, JOHN MCCAUGHREAN,KS,11711.42,,,,
1294, BOB MR HERNANDEZ,KS,30604.64,,,KS-4,87.0
1295, LAURA LOMBARD,KS,6275.95,,,,
1296, MICHAEL R POMPEO,KS,167882.13,,,,
1297, RON ESTES,KS,1716678.06,,,KS-4,95.0
1298, MIRANDA WALZ-ALLEN,KS,0.0,,,,
1299, JIMMY CLIFTON AUSBROOKS,KY,7866.73,,,KY-1,81.0
1300, PAUL WALKER,KY,1554.28,,,,
1301, JAMES COMER,KY,949805.39,,,KY-1,85.0
1302, WILLIAM DAKOTA COMPTON,KY,853.89,,,,
1303, HANK LINDERMAN,KY,77491.84,,,KY-2,97.0
1304, CHRISTOPHER LEE MR. HENNING,KY,2913.57,,,,
1305, LEE WATTS,KY,56220.69,,,,
1306, S. BRETT HON. GUTHRIE,KY,2156774.23,,,KY-2,84.0
1307, ROBERT LEE PERRY,KY,56.0,,,,
1308, ATTICA WOODSON SCOTT,KY,240509.3,,,,
1309, MORGAN MCGARVEY,KY,2791451.25,,,KY-3,97.0
1310, JOHN YARMUTH,KY,239506.06,,,,
1311, RHONDA RAYE PALAZZO,KY,10040.85,,,,
1312, STUART N. RAY,KY,621240.64,,,KY-3,96.0
1313, GREGORY PETER PUCCETTI,KY,18318.73,,,,
1314, MIKE CRAVEN ,KY,110758.91,,,,
1315, VICKIE YATES BROWN GLISSON,KY,10419.61,,,,
1316, ALEXANDRA DR. OWENSBY,KY,4754.11,,,,
1317, MATTHEW LEHMAN,KY,297682.51,,,KY-4,97.0
1318, SETH BLANE HALL,KY,0.0,,,,
1319, THOMAS H. MASSIE,KY,976631.31,,,KY-4,87.0
1320, CLAIRE WIRTH,KY,461113.41,,,,
1321, CONOR HALBLEIB,KY,19102.59,,,KY-5,97.0
1322, HAROLD DALLAS ROGERS,KY,893199.29,,,KY-5,80.0
1323, RICHARD JACOB DR. VAN DAM,KY,40384.66,,,,
1324, GERARDO SERRANO,KY,57850.94,,,,
1325, JOSH HICKS,KY,2893.59,,,,
1326, CHRISTOPHER PREECE,KY,33285.74,,,,
1327, GEOFFREY M YOUNG,KY,239130.65,,,KY-6,76.0
1328, AMY MCGRATH,KY,712.36,,,,
1329, GARLAND ANDY BARR,KY,2060477.65,,,KY-6,67.0
1330, II  MAURICE RANDALL CRAVENS,KY,4505.73,,,,
1331, KATIE DARLING DARLING,LA,150572.91,,,LA-1,71.0
1332, TAMMY MARIE DR SAVOIE,LA,0.0,,,,
1333, STEVE MR SCALISE,LA,19967864.23,,,LA-1,87.0
1334, GARY JR. CHAMBERS,LA,1806620.0,,,,
1335, KAREN CARTER PETERSON,LA,1413538.73,,,,
1336, TROY A. SR. CARTER,LA,3050577.52,,,LA-2,85.0
1337, DESIREE ONTIVEROS,LA,50695.84,,,,
1338, HAROLD MR. SR. JOHN,LA,23349.19,,,,
1339, CEDRIC L RICHMOND,LA,559256.13,,,,
1340, GREGORY LIRETTE,LA,65162.07,,,,
1341, CHELSEA ARDOIN,LA,11153.01,,,,
1342, CLASTON BERNARD,LA,196217.39,,,,
1343, SHELDON CHARLES H2LA02263 SR. VINCENT,LA,1332.33,,,,
1344, DANIEL ANTHONY LUX,LA,36052.27,,,,
1345, HELENA MORENO,LA,0.0,,,,
1346, BRAYLON HARRIS,LA,0.0,,,,
1347, DUSTIN GRANGER,LA,46559.61,,,,
1348, TIA MARIE MRS. LEBRUN,LA,38594.4,,,,
1349, LARRY RADER,LA,8925.0,,,,
1350, THOMAS LANE JR PAYNE,LA,17429.1,,,,
1351," ""HOLDEN"" HOGGATT",LA,200873.44,,,,
1352, SCOTT MR. ANGELLE,LA,0.0,,,,
1353, CLAY CAPTAIN HIGGINS,LA,1075223.34,,,,
1354, JOHN CHARLES MILKOVICH,LA,0.0,,,,
1355, J MARSHALL JONES JR,LA,0.0,,,,
1356, RYAN TRUNDLE,LA,3324.52,,,,
1357, JAMES MICHAEL JOHNSON,LA,1152960.96,,,LA-4,61.0
1358, SANDRA CHRISTOPHE,LA,56574.7,,,,
1359, MARTIN LEMELLE,LA,678.75,,,,
1360, PHILLIP SNOWDEN,LA,0.0,,,,
1361, WALTER EARL HUFF,LA,10431.88,,,,
1362, RANDALL SCOTT ROBINSON,LA,4447.41,,,,
1363, JOHN LANCE HARRIS,LA,6000.7,,,,
1364, LUKE JOSHUA LETLOW,LA,91064.85,,,,
1365, JULIA LETLOW,LA,1986705.17,,,,
1366, CHAD CONERLY,LA,57713.22,,,,
1367, SANCHA SMITH,LA,21293.3,,,,
1368, HARTWELL NEIL JR RISER,LA,0.0,,,,
1369, VANCE MICHAEL MCALLISTER,LA,0.0,,,,
1370, JOSHUA S GUILLORY,LA,46106.4,,,,
1371, CHARLES 'TREY' DR III THOMAS,LA,0.0,,,,
1372, GARRET GRAVES,LA,1386339.7,,,LA-6,96.0
1373, LENAR WHITNEY,LA,0.0,,,,
1374, ALEX MORSE,MA,86369.31,,,,
1375, RICHARD E MR. NEAL,MA,2324305.46,,,MA-1,88.0
1376, DEAN MARTILLI,MA,19491.64,,,MA-1,79.0
1377, NATHAN ALEXANDER BECH,MA,0.0,,,,
1378, JAMES P. MR. MCGOVERN,MA,952303.37,,,MA-2,87.0
1379, JEFF SOSSA-PAQUETTE,MA,135092.65,,,MA-2,84.0
1380, KEVIN WILLIAM POWERS,MA,0.0,,,,
1381, TRACY LYN LOVVORN,MA,0.0,,,,
1382, DANIEL ARRIGG KOH,MA,6994.62,,,,
1383, LORI TRAHAN,MA,1358753.78,,,MA-3,69.0
1384, JUANA MATIAS,MA,2720.0,,,,
1385, BARBARA L'ITALIEN,MA,0.0,,,,
1386, DEAN TRAN,MA,158145.09,,,MA-3,82.0
1387, RICK GREEN,MA,200.0,,,,
1388, IHSSANE LECKEY,MA,23204.98,,,,
1389, REBECCA WALKER GROSSMAN,MA,13468.84,,,,
1390, ALAN KHAZEI,MA,48020.83,,,,
1391, JESSE MERMELL,MA,22287.06,,,,
1392, JAKE AUCHINCLOSS,MA,1071447.44,,,MA-4,97.0
1393, CHRISTOPHER ZANNETOS,MA,42.12,,,,
1394, HERB ROBINSON,MA,30.0,,,,
1395, JULIE HALL,MA,31751.88,,,,
1396, EMILY BURNS,MA,368666.42,,,,
1397, KATHERINE CLARK,MA,2245379.96,,,MA-5,88.0
1398, MICHAEL P STOPA,MA,4600.0,,,,
1399, CAROLINE COLARUSSO,MA,6805.57,,,MA-5,97.0
1400, CAROLINE COLARUSSO,MA,106347.0,,,MA-5,97.0
1401, JAMIE MARIE ZAHLAWAY BELSITO,MA,0.0,,,,
1402, SETH MOULTON,MA,1558931.5,,,MA-6,96.0
1403, JOHN PAUL MORAN,MA,6146.58,,,,
1404, ROBERT MAY,MA,40158.55,,,MA-6,67.0
1405, JOSEPH SCHNEIDER,MA,0.0,,,,
1406, MARK MR. TASHJIAN,MA,67413.57,,,,
1407, AYANNA PRESSLEY,MA,1562623.62,,,MA-7,88.0
1408, MOHAMMAD DAR,MA,3031.32,,,,
1409, ROBBIE GOLDSTEIN,MA,1650.22,,,,
1410, STEPHEN LYNCH,MA,802096.03,,,MA-8,87.0
1411, JOSEPH P II KENNEDY,MA,350887.64,,,,
1412, HAMILTON SOARES RODRIGUES,MA,35066.72,,,,
1413, MARK SYLVIA,MA,5436.01,,,,
1414, WILLIAM R KEATING,MA,1215489.27,,,MA-9,73.0
1415, GRANT SMITH ELLIS,MA,2080.0,,,,
1416, HELEN BRADY,MA,4497.89,,,,
1417, MARK LITTLES,MA,72966.9,,,,
1418, JESSE BROWN,MA,333992.21,,,MA-9,85.0
1419, DAN SULLIVAN,MA,59867.39,,,,
1420, JOHN C CHAPMAN,MA,0.0,,,,
1421, DANIEL L SHORES,MA,0.0,,,,
1422, PETER D. MR. TEDESCHI,MA,0.0,,,,
1423, MIA MASON,MD,19.6,,,,
1424, HEATHER RENAY MIZEUR,MD,2765613.1,,,MD-1,84.0
1425, R. DAVID HARDEN,MD,401684.52,,,,
1426, MALCOLM THOMAS COLOMBO,MD,1589.41,,,,
1427, JESSE COLVIN,MD,16298.26,,,,
1428, ANDREW P HARRIS,MD,2136248.38,,,MD-1,74.0
1429, E J PIPKIN,MD,0.0,,,,
1430, C. A. DUTCH RUPPERSBERGER,MD,1328052.46,,,MD-2,96.0
1431, BRITTANY T OLIVER,MD,46657.28,,,,
1432, MARQUES MR. DENT,MD,5051.7,,,,
1433, GEORGE CROOM,MD,9914.66,,,,
1434, MARCELO GABRIEL CARDARELLI,MD,0.0,,,,
1435, JOHNNY RAY MR. SALLING,MD,1524.6,,,,
1436, BERNARD FLOWERS,MD,30750.58,,,,
1437, ELLEN EJ MCNULTY,MD,15244.45,,,,
1438, NICOLEE AMBROSE,MD,499787.1,,,MD-2,97.0
1439, MIKE GEPPI,MD,0.0,,,,
1440, DAVID DRAIN II WALLACE,MD,84039.33,,,,
1441, LIZ MATORY,MD,0.0,,,,
1442, JOHN P. MR. SARBANES,MD,728966.03,,,MD-3,76.0
1443, JAKE PRETOT,MD,0.0,,,,
1444, YURIPZY MORGAN,MD,491772.77,,,MD-3,97.0
1445, ANTONIO PITOCCO,MD,36638.59,,,,
1446, LANCE ALAN GRIFFIN,MD,17220.21,,,,
1447, AMAL TORRES,MD,36575.5,,,,
1448, JAMES DAVID LASHAR,MD,5220.65,,,,
1449, GLENN IVEY,MD,1722956.69,,,MD-4,83.0
1450, JAZZ LEWIS,MD,316689.99,,,,
